occurenceID;type;event ID;scientificName;basisOfRecord;samplingProtocol;identifiedBy;species;phylum;oranismQuantityType;organismQuantity
Ugent:Ecopot2:1662;event;RauwseMeer_17apr13;Diatoma tenuis;HumanObservation;watersample;J. Van Wichelen;Diatoma tenuis;Ochrophyta;Calculated Individuals per liter;56,83320811
Ugent:Ecopot2:1663;event;RauwseMeer_17apr13;Stephanodiscus hantzschii;HumanObservation;watersample;J. Van Wichelen;Stephanodiscus hantzschii;Ochrophyta;Calculated Individuals per liter;56,83320811
Ugent:Ecopot2:1664;event;RauwseMeer_21may13;Sphaerocystis schroeteri;HumanObservation;watersample;J. Van Wichelen;Sphaerocystis schroeteri;Chlorophyta;Calculated Individuals per liter;56,99822904
Ugent:Ecopot2:1665;event;Vinne_29may08;Ankyra judayi;HumanObservation;watersample;J. Van Wichelen;Ankyra judayi;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1666;event;Vinne_19jun08;Chlamydomonas sp. (a);HumanObservation;watersample;J. Van Wichelen;Chlamydomonas sp. (a);Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1667;event;Vinne_14jul08;Chrysococcus rufescens;HumanObservation;watersample;J. Van Wichelen;Chrysococcus rufescens;Ochrophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1668;event;GroteVijverMechelen_19sep08;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1669;event;Vinne_29may08;Nitzschia sp.;HumanObservation;watersample;J. Van Wichelen;Nitzschia sp.;Ochrophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1670;event;Schulensmeer_22sep08;Aphanocapsa sp. (a);HumanObservation;watersample;J. Van Wichelen;Aphanocapsa sp. (a);Cyanobacteria;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1671;event;Schulensmeer_22sep08;Chlamydomonas sp. (a);HumanObservation;watersample;J. Van Wichelen;Chlamydomonas sp. (a);Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1672;event;Vinne_27aug08;Coelastrum microporum;HumanObservation;watersample;J. Van Wichelen;Coelastrum microporum;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1673;event;Vinne_27aug08;Crucigenia tetrapedia;HumanObservation;watersample;J. Van Wichelen;Crucigenia tetrapedia;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1674;event;Schulensmeer_19jun08;Crucigeniella rectangularis;HumanObservation;watersample;J. Van Wichelen;Crucigeniella rectangularis;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1675;event;Vinne_27aug08;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1676;event;Schulensmeer_22sep08;Cryptomonas phaseolus;HumanObservation;watersample;J. Van Wichelen;Cryptomonas phaseolus;Cryptophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1677;event;Vinne_22sep08;Desmodesmus armatus;HumanObservation;watersample;J. Van Wichelen;Desmodesmus armatus;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1678;event;Schulensmeer_19jun08;Desmodesmus communis;HumanObservation;watersample;J. Van Wichelen;Desmodesmus communis;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1679;event;Schulensmeer_22sep08;Desmodesmus subspicatus;HumanObservation;watersample;J. Van Wichelen;Desmodesmus subspicatus;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1680;event;Vinne_22sep08;Euglena sp. (a);HumanObservation;watersample;J. Van Wichelen;Euglena sp. (a);Euglenozoa;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1681;event;Vinne_27aug08;Euglena sp. (a);HumanObservation;watersample;J. Van Wichelen;Euglena sp. (a);Euglenozoa;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1682;event;Schulensmeer_22sep08;Franceia ovalis;HumanObservation;watersample;J. Van Wichelen;Franceia ovalis;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1683;event;Schulensmeer_19jun08;Golenkinia radiata;HumanObservation;watersample;J. Van Wichelen;Golenkinia radiata;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1684;event;Schulensmeer_22sep08;Golenkinia radiata;HumanObservation;watersample;J. Van Wichelen;Golenkinia radiata;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1685;event;Vinne_27aug08;Golenkinia radiosa;HumanObservation;watersample;J. Van Wichelen;Golenkinia radiosa;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1686;event;Vinne_22sep08;Katablepharis ovalis;HumanObservation;watersample;J. Van Wichelen;Katablepharis ovalis;Katablepharidophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1687;event;Schulensmeer_22sep08;Lagerheimia geneviensis;HumanObservation;watersample;J. Van Wichelen;Lagerheimia geneviensis;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1688;event;Schulensmeer_22sep08;Mallomonas tonsurata;HumanObservation;watersample;J. Van Wichelen;Mallomonas tonsurata;Ochrophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1689;event;Vinne_22sep08;Mallomonas tonsurata;HumanObservation;watersample;J. Van Wichelen;Mallomonas tonsurata;Ochrophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1690;event;Vinne_22sep08;Micractinium pusillum;HumanObservation;watersample;J. Van Wichelen;Micractinium pusillum;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1691;event;Schulensmeer_22sep08;Monoraphidium mirabile;HumanObservation;watersample;J. Van Wichelen;Monoraphidium mirabile;Chlorophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1692;event;Vinne_27aug08;Nitzschia acicularis;HumanObservation;watersample;J. Van Wichelen;Nitzschia acicularis;Ochrophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1693;event;Vinne_22sep08;Oscillatoria sp. (a);HumanObservation;watersample;J. Van Wichelen;Oscillatoria sp. (a);Cyanobacteria;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1694;event;Vinne_22sep08;Pseudokephyrion conicum;HumanObservation;watersample;J. Van Wichelen;Pseudokephyrion conicum;Ochrophyta;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1695;event;Vinne_22sep08;Trachelomonas varians;HumanObservation;watersample;J. Van Wichelen;Trachelomonas varians;Euglenozoa;Calculated Individuals per liter;58,1493327
Ugent:Ecopot2:1696;event;Hazewinkel_29jul14;Chroococcus aphanocapsoides;HumanObservation;watersample;J. Van Wichelen;Chroococcus aphanocapsoides;Cyanobacteria;Calculated Individuals per liter;58,73491335
Ugent:Ecopot2:1697;event;Schulensmeer_14jul08;Ankistrodesmus fusiformis;HumanObservation;watersample;J. Van Wichelen;Ankistrodesmus fusiformis;Chlorophyta;Calculated Individuals per liter;62,02595488
Ugent:Ecopot2:1698;event;Schulensmeer_27aug08;Closterium limneticum;HumanObservation;watersample;J. Van Wichelen;Closterium limneticum;Chlorophyta;Calculated Individuals per liter;62,02595488
Ugent:Ecopot2:1699;event;Schulensmeer_27aug08;Cryptomonas  rostrata;HumanObservation;watersample;J. Van Wichelen;Cryptomonas  rostrata;Cryptophyta;Calculated Individuals per liter;62,02595488
Ugent:Ecopot2:1700;event;Schulensmeer_27aug08;Dichotomococcus curvatus;HumanObservation;watersample;J. Van Wichelen;Dichotomococcus curvatus;Chlorophyta;Calculated Individuals per liter;62,02595488
Ugent:Ecopot2:1701;event;Schulensmeer_14jul08;Didymocystis inconspica;HumanObservation;watersample;J. Van Wichelen;Didymocystis inconspica;Chlorophyta;Calculated Individuals per liter;62,02595488
Ugent:Ecopot2:1702;event;Schulensmeer_14jul08;Eudorina elegans;HumanObservation;watersample;J. Van Wichelen;Eudorina elegans;Chlorophyta;Calculated Individuals per liter;62,02595488
Ugent:Ecopot2:1703;event;Schulensmeer_14jul08;Gymnodinium lantzschii;HumanObservation;watersample;J. Van Wichelen;Gymnodinium lantzschii;Dinophyta;Calculated Individuals per liter;62,02595488
Ugent:Ecopot2:1704;event;Schulensmeer_14jul08;Mallomonas sp.;HumanObservation;watersample;J. Van Wichelen;Mallomonas sp.;Ochrophyta;Calculated Individuals per liter;62,02595488
Ugent:Ecopot2:1705;event;Schulensmeer_14jul08;Monoraphidium komarkovae;HumanObservation;watersample;J. Van Wichelen;Monoraphidium komarkovae;Chlorophyta;Calculated Individuals per liter;62,02595488
Ugent:Ecopot2:1706;event;Schulensmeer_27aug08;Monoraphidium minutum;HumanObservation;watersample;J. Van Wichelen;Monoraphidium minutum;Chlorophyta;Calculated Individuals per liter;62,02595488
Ugent:Ecopot2:1707;event;Schulensmeer_14jul08;Nitzschia acicularis;HumanObservation;watersample;J. Van Wichelen;Nitzschia acicularis;Ochrophyta;Calculated Individuals per liter;62,02595488
Ugent:Ecopot2:1708;event;Schulensmeer_14jul08;Oocystis borgei;HumanObservation;watersample;J. Van Wichelen;Oocystis borgei;Chlorophyta;Calculated Individuals per liter;62,02595488
Ugent:Ecopot2:1709;event;Schulensmeer_27aug08;Romeria simplex;HumanObservation;watersample;J. Van Wichelen;Romeria simplex;Cyanobacteria;Calculated Individuals per liter;62,02595488
Ugent:Ecopot2:1710;event;KanaalplasDeMaat_17jul13;Bacillariophyta sp. (f);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (f);Ochrophyta;Calculated Individuals per liter;62,08597432
Ugent:Ecopot2:1711;event;Schulensmeer_24oct08;Rhodomonas lacustris;HumanObservation;watersample;J. Van Wichelen;Rhodomonas lacustris;Cryptophyta;Calculated Individuals per liter;63,13356122
Ugent:Ecopot2:1712;event;Hazewinkel_29jul14;Cryptomonas erosa;HumanObservation;watersample;J. Van Wichelen;Cryptomonas erosa;Cryptophyta;Calculated Individuals per liter;63,25298361
Ugent:Ecopot2:1713;event;RauwseMeer_24oct13;Microcystis sp.;HumanObservation;watersample;J. Van Wichelen;Microcystis sp.;Cyanobacteria;Calculated Individuals per liter;63,86554622
Ugent:Ecopot2:1714;event;Vinne_22sep08;Euglena sp. (b);HumanObservation;watersample;J. Van Wichelen;Euglena sp. (b);Euglenozoa;Calculated Individuals per liter;64,62915927
Ugent:Ecopot2:1715;event;GroteVijverMechelen_25aug08;Monoraphidium minutum;HumanObservation;watersample;J. Van Wichelen;Monoraphidium minutum;Chlorophyta;Calculated Individuals per liter;65,12725263
Ugent:Ecopot2:1716;event;KanaalplasDeMaat_19jun13;Chrysochromulina parva;HumanObservation;watersample;J. Van Wichelen;Chrysochromulina parva;Haptophyta;Calculated Individuals per liter;65,75743088
Ugent:Ecopot2:1717;event;RauwseMeer_17jul13;Cyclotella sp.;HumanObservation;watersample;J. Van Wichelen;Cyclotella sp.;Ochrophyta;Calculated Individuals per liter;66,33985384
Ugent:Ecopot2:1718;event;Hazewinkel_23sep14;Chroococcus limneticus;HumanObservation;watersample;J. Van Wichelen;Chroococcus limneticus;Cyanobacteria;Calculated Individuals per liter;66,879488
Ugent:Ecopot2:1719;event;Vinne_19jun08;Euglena clavata;HumanObservation;watersample;J. Van Wichelen;Euglena clavata;Euglenozoa;Calculated Individuals per liter;67,84088815
Ugent:Ecopot2:1720;event;Schulensmeer_27aug08;Anabaena sp.;HumanObservation;watersample;J. Van Wichelen;Anabaena sp.;Cyanobacteria;Calculated Individuals per liter;68
Ugent:Ecopot2:1721;event;RauwseMeer_21aug13;Chroomonas acuta;HumanObservation;watersample;J. Van Wichelen;Chroomonas acuta;Cryptophyta;Calculated Individuals per liter;68,91604057
Ugent:Ecopot2:1722;event;Hazewinkel_29jul14;Cyanodiction planctonicum;HumanObservation;watersample;J. Van Wichelen;Cyanodiction planctonicum;Cyanobacteria;Calculated Individuals per liter;69,14031101
Ugent:Ecopot2:1723;event;Blokkersdijk_27jun08;Chroomonas acuta;HumanObservation;watersample;J. Van Wichelen;Chroomonas acuta;Cryptophyta;Calculated Individuals per liter;69,40999713
Ugent:Ecopot2:1724;event;Vinne_14jul08;Katablepharis ovalis;HumanObservation;watersample;J. Van Wichelen;Katablepharis ovalis;Katablepharidophyta;Calculated Individuals per liter;69,77919924
Ugent:Ecopot2:1725;event;RauwseMeer_24oct13;Dinobryon divergens;HumanObservation;watersample;J. Van Wichelen;Dinobryon divergens;Ochrophyta;Calculated Individuals per liter;69,89916677
Ugent:Ecopot2:1726;event;Hazewinkel_17jun14;Oocystis rhomboida;HumanObservation;watersample;J. Van Wichelen;Oocystis rhomboida;Chlorophyta;Calculated Individuals per liter;70,16374857
Ugent:Ecopot2:1727;event;Blokkersdijk_27jun08;Nitzschia palea;HumanObservation;watersample;J. Van Wichelen;Nitzschia palea;Ochrophyta;Calculated Individuals per liter;70,88680558
Ugent:Ecopot2:1728;event;GroteVijverMechelen_9apr08;Stephanodiscus hantzschii;HumanObservation;watersample;J. Van Wichelen;Stephanodiscus hantzschii;Ochrophyta;Calculated Individuals per liter;71,20326453
Ugent:Ecopot2:1729;event;Schulensmeer_29may08;Katablepharis ovalis;HumanObservation;watersample;J. Van Wichelen;Katablepharis ovalis;Katablepharidophyta;Calculated Individuals per liter;72,99595456
Ugent:Ecopot2:1730;event;Hazewinkel_26aug14;Ankyra judayi;HumanObservation;watersample;J. Van Wichelen;Ankyra judayi;Chlorophyta;Calculated Individuals per liter;73,1043555
Ugent:Ecopot2:1731;event;Hazewinkel_26aug14;Desmodesmus spinosus;HumanObservation;watersample;J. Van Wichelen;Desmodesmus spinosus;Chlorophyta;Calculated Individuals per liter;73,1043555
Ugent:Ecopot2:1732;event;RauwseMeer_19jun13;Coenochloris pyrenoidosa;HumanObservation;watersample;J. Van Wichelen;Coenochloris pyrenoidosa;Chlorophyta;Calculated Individuals per liter;73,42967851
Ugent:Ecopot2:1733;event;KanaalplasDeMaat_24oct13;Cryptomonas erosa;HumanObservation;watersample;J. Van Wichelen;Cryptomonas erosa;Cryptophyta;Calculated Individuals per liter;75,15134957
Ugent:Ecopot2:1734;event;Hazewinkel_29jul14;Coenochloris pyrenoidosa;HumanObservation;watersample;J. Van Wichelen;Coenochloris pyrenoidosa;Chlorophyta;Calculated Individuals per liter;75,30117096
Ugent:Ecopot2:1735;event;Schulensmeer_24oct08;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;76,42483727
Ugent:Ecopot2:1736;event;KanaalplasDeMaat_16apr13;Chrysococcus rufescens;HumanObservation;watersample;J. Van Wichelen;Chrysococcus rufescens;Ochrophyta;Calculated Individuals per liter;77,49982925
Ugent:Ecopot2:1737;event;Vinne_19jun08;Chroomonas nordstedtii;HumanObservation;watersample;J. Van Wichelen;Chroomonas nordstedtii;Cryptophyta;Calculated Individuals per liter;77,5324436
Ugent:Ecopot2:1738;event;RauwseMeer_19jun13;Pseudokephyrion conicum;HumanObservation;watersample;J. Van Wichelen;Pseudokephyrion conicum;Ochrophyta;Calculated Individuals per liter;79,84830892
Ugent:Ecopot2:1739;event;Vinne_14jul08;Chlamydomonas sp. (a);HumanObservation;watersample;J. Van Wichelen;Chlamydomonas sp. (a);Chlorophyta;Calculated Individuals per liter;81,40906578
Ugent:Ecopot2:1740;event;Vinne_14jul08;Trachelomonas volvocina;HumanObservation;watersample;J. Van Wichelen;Trachelomonas volvocina;Euglenozoa;Calculated Individuals per liter;81,40906578
Ugent:Ecopot2:1741;event;Hazewinkel_7oct14;Katablepharis ovalis;HumanObservation;watersample;J. Van Wichelen;Katablepharis ovalis;Katablepharidophyta;Calculated Individuals per liter;82,24239994
Ugent:Ecopot2:1742;event;Vinne_25apr08;Cryptomonas erosa;HumanObservation;watersample;J. Van Wichelen;Cryptomonas erosa;Cryptophyta;Calculated Individuals per liter;82,2793279
Ugent:Ecopot2:1743;event;KanaalplasDeMaat_17sep13;Rhodomonas lacustris;HumanObservation;watersample;J. Van Wichelen;Rhodomonas lacustris;Cryptophyta;Calculated Individuals per liter;84,54526827
Ugent:Ecopot2:1744;event;Vinne_25apr08;Nitzschia sp.;HumanObservation;watersample;J. Van Wichelen;Nitzschia sp.;Ochrophyta;Calculated Individuals per liter;85,44391744
Ugent:Ecopot2:1745;event;KanaalplasDeMaat_16apr13;Chlamydomonas sp. (a);HumanObservation;watersample;J. Van Wichelen;Chlamydomonas sp. (a);Chlorophyta;Calculated Individuals per liter;86,11092139
Ugent:Ecopot2:1746;event;GroteVijverMechelen_27jun08;Chroomonas acuta;HumanObservation;watersample;J. Van Wichelen;Chroomonas acuta;Cryptophyta;Calculated Individuals per liter;86,14715956
Ugent:Ecopot2:1747;event;Hazewinkel_29jul14;Katablepharis ovalis;HumanObservation;watersample;J. Van Wichelen;Katablepharis ovalis;Katablepharidophyta;Calculated Individuals per liter;86,42538876
Ugent:Ecopot2:1748;event;Schulensmeer_22sep08;Codosiga botrytis;HumanObservation;watersample;J. Van Wichelen;Codosiga botrytis;Choanoflagellida;Calculated Individuals per liter;87,22399905
Ugent:Ecopot2:1749;event;Schulensmeer_22sep08;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;87,22399905
Ugent:Ecopot2:1750;event;Vinne_22sep08;Cryptomonas ovata;HumanObservation;watersample;J. Van Wichelen;Cryptomonas ovata;Cryptophyta;Calculated Individuals per liter;87,22399905
Ugent:Ecopot2:1751;event;Schulensmeer_19jun08;Cryptomonas phaseolus;HumanObservation;watersample;J. Van Wichelen;Cryptomonas phaseolus;Cryptophyta;Calculated Individuals per liter;87,22399905
Ugent:Ecopot2:1752;event;Schulensmeer_22sep08;Desmodesmus quadricauda;HumanObservation;watersample;J. Van Wichelen;Desmodesmus quadricauda;Chlorophyta;Calculated Individuals per liter;87,22399905
Ugent:Ecopot2:1753;event;Vinne_22sep08;Mallomonas sp.;HumanObservation;watersample;J. Van Wichelen;Mallomonas sp.;Ochrophyta;Calculated Individuals per liter;87,22399905
Ugent:Ecopot2:1754;event;Schulensmeer_19jun08;Mersimopedia sp.;HumanObservation;watersample;J. Van Wichelen;Mersimopedia sp.;Cyanobacteria;Calculated Individuals per liter;87,22399905
Ugent:Ecopot2:1755;event;Schulensmeer_19jun08;Monoraphidium komarkovae;HumanObservation;watersample;J. Van Wichelen;Monoraphidium komarkovae;Chlorophyta;Calculated Individuals per liter;87,22399905
Ugent:Ecopot2:1756;event;Schulensmeer_22sep08;Nitzschia acicularis;HumanObservation;watersample;J. Van Wichelen;Nitzschia acicularis;Ochrophyta;Calculated Individuals per liter;87,22399905
Ugent:Ecopot2:1757;event;Vinne_22sep08;Peridinium sp.;HumanObservation;watersample;J. Van Wichelen;Peridinium sp.;Dinophyta;Calculated Individuals per liter;87,22399905
Ugent:Ecopot2:1758;event;Vinne_22sep08;Spermatozopsis exsultans;HumanObservation;watersample;J. Van Wichelen;Spermatozopsis exsultans;Chlorophyta;Calculated Individuals per liter;87,22399905
Ugent:Ecopot2:1759;event;Schulensmeer_22sep08;Trachelomonas varians;HumanObservation;watersample;J. Van Wichelen;Trachelomonas varians;Euglenozoa;Calculated Individuals per liter;87,22399905
Ugent:Ecopot2:1760;event;Schulensmeer_19jun08;Anabaena subcylindrica;HumanObservation;watersample;J. Van Wichelen;Anabaena subcylindrica;Cyanobacteria;Calculated Individuals per liter;88
Ugent:Ecopot2:1761;event;GroteVijverMechelen_16jul08;Cryptomonas  rostrata;HumanObservation;watersample;J. Van Wichelen;Cryptomonas  rostrata;Cryptophyta;Calculated Individuals per liter;90,45451754
Ugent:Ecopot2:1762;event;GroteVijverMechelen_16jul08;Monoraphidium minutum;HumanObservation;watersample;J. Van Wichelen;Monoraphidium minutum;Chlorophyta;Calculated Individuals per liter;90,45451754
Ugent:Ecopot2:1763;event;Hazewinkel_26aug14;Chroococcus aphanocapsoides;HumanObservation;watersample;J. Van Wichelen;Chroococcus aphanocapsoides;Cyanobacteria;Calculated Individuals per liter;91,38044438
Ugent:Ecopot2:1764;event;Vinne_25apr08;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;91,77309651
Ugent:Ecopot2:1765;event;Hazewinkel_23apr14;Ochromonas sp.;HumanObservation;watersample;J. Van Wichelen;Ochromonas sp.;Ochrophyta;Calculated Individuals per liter;92,69012196
Ugent:Ecopot2:1766;event;Schulensmeer_14jul08;Coelastrum microporum;HumanObservation;watersample;J. Van Wichelen;Coelastrum microporum;Chlorophyta;Calculated Individuals per liter;93,03893232
Ugent:Ecopot2:1767;event;Schulensmeer_27aug08;Dictyosphaerium pulchellum;HumanObservation;watersample;J. Van Wichelen;Dictyosphaerium pulchellum;Chlorophyta;Calculated Individuals per liter;93,03893232
Ugent:Ecopot2:1768;event;GroteVijverMechelen_25aug08;Gymnodinium sp. (a);HumanObservation;watersample;J. Van Wichelen;Gymnodinium sp. (a);Dinophyta;Calculated Individuals per liter;93,03893232
Ugent:Ecopot2:1769;event;Vinne_14jul08;Monoraphidium contortum;HumanObservation;watersample;J. Van Wichelen;Monoraphidium contortum;Chlorophyta;Calculated Individuals per liter;93,03893232
Ugent:Ecopot2:1770;event;Schulensmeer_27aug08;Scenedesmus dimorphus;HumanObservation;watersample;J. Van Wichelen;Scenedesmus dimorphus;Chlorophyta;Calculated Individuals per liter;93,03893232
Ugent:Ecopot2:1771;event;Schulensmeer_27aug08;Scenedesmus planctonicum;HumanObservation;watersample;J. Van Wichelen;Scenedesmus planctonicum;Chlorophyta;Calculated Individuals per liter;93,03893232
Ugent:Ecopot2:1772;event;Schulensmeer_27aug08;Selenastrum gracile;HumanObservation;watersample;J. Van Wichelen;Selenastrum gracile;Chlorophyta;Calculated Individuals per liter;93,03893232
Ugent:Ecopot2:1773;event;Schulensmeer_27aug08;Trachelomonas planctonica;HumanObservation;watersample;J. Van Wichelen;Trachelomonas planctonica;Euglenozoa;Calculated Individuals per liter;93,03893232
Ugent:Ecopot2:1774;event;Schulensmeer_14jul08;Ceratium hirudinella;HumanObservation;watersample;J. Van Wichelen;Ceratium hirudinella;Dinophyta;Calculated Individuals per liter;93,06598935
Ugent:Ecopot2:1775;event;KanaalplasDeMaat_19jun13;Ankyra judayi;HumanObservation;watersample;J. Van Wichelen;Ankyra judayi;Chlorophyta;Calculated Individuals per liter;93,93918697
Ugent:Ecopot2:1776;event;GroteVijverMechelen_7may08;Chrysochromulina parva;HumanObservation;watersample;J. Van Wichelen;Chrysochromulina parva;Haptophyta;Calculated Individuals per liter;93,97871952
Ugent:Ecopot2:1777;event;Vinne_19jun08;Bacillariophyta sp. (a);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (a);Ochrophyta;Calculated Individuals per liter;96,9155545
Ugent:Ecopot2:1778;event;Vinne_19jun08;Navicula sp. (a);HumanObservation;watersample;J. Van Wichelen;Navicula sp. (a);Ochrophyta;Calculated Individuals per liter;96,9155545
Ugent:Ecopot2:1779;event;Hazewinkel_23apr14;Puncticulata radiosa balatonis;HumanObservation;watersample;J. Van Wichelen;Puncticulata radiosa balatonis;Ochrophyta;Calculated Individuals per liter;99,12495543
Ugent:Ecopot2:1780;event;Hazewinkel_29jul14;Staurastrum chaetoceras;HumanObservation;watersample;J. Van Wichelen;Staurastrum chaetoceras;Chlorophyta;Calculated Individuals per liter;100,9035691
Ugent:Ecopot2:1781;event;RauwseMeer_24oct13;Chrysochromulina parva;HumanObservation;watersample;J. Van Wichelen;Chrysochromulina parva;Haptophyta;Calculated Individuals per liter;101,7674525
Ugent:Ecopot2:1782;event;KanaalplasDeMaat_16apr13;Chroomonas acuta;HumanObservation;watersample;J. Van Wichelen;Chroomonas acuta;Cryptophyta;Calculated Individuals per liter;103,3331057
Ugent:Ecopot2:1783;event;GroteVijverMechelen_16jul08;Nitzschia palea;HumanObservation;watersample;J. Van Wichelen;Nitzschia palea;Ochrophyta;Calculated Individuals per liter;103,3765915
Ugent:Ecopot2:1784;event;GroteVijverMechelen_27jun08;Cryptomonas erosa;HumanObservation;watersample;J. Van Wichelen;Cryptomonas erosa;Cryptophyta;Calculated Individuals per liter;103,3765915
Ugent:Ecopot2:1785;event;GroteVijverMechelen_7may08;Ankyra lanceolata;HumanObservation;watersample;J. Van Wichelen;Ankyra lanceolata;Chlorophyta;Calculated Individuals per liter;104,5513255
Ugent:Ecopot2:1786;event;KanaalplasDeMaat_24oct13;Asterionella formosa;HumanObservation;watersample;J. Van Wichelen;Asterionella formosa;Ochrophyta;Calculated Individuals per liter;107,1241002
Ugent:Ecopot2:1787;event;KanaalplasDeMaat_16apr13;Fragillaria crotonensis;HumanObservation;watersample;J. Van Wichelen;Fragillaria crotonensis;Ochrophyta;Calculated Individuals per liter;107,9
Ugent:Ecopot2:1788;event;Blokkersdijk_16jul08;Chroomonas acuta;HumanObservation;watersample;J. Van Wichelen;Chroomonas acuta;Cryptophyta;Calculated Individuals per liter;108,9146232
Ugent:Ecopot2:1789;event;Hazewinkel_26aug14;Cryptomonas erosa;HumanObservation;watersample;J. Van Wichelen;Cryptomonas erosa;Cryptophyta;Calculated Individuals per liter;109,6565333
Ugent:Ecopot2:1790;event;Schulensmeer_24oct08;Stephanodiscus hantzschii;HumanObservation;watersample;J. Van Wichelen;Stephanodiscus hantzschii;Ochrophyta;Calculated Individuals per liter;112,9758464
Ugent:Ecopot2:1791;event;Vinne_19jun08;Chrysococcus rufescens;HumanObservation;watersample;J. Van Wichelen;Chrysococcus rufescens;Ochrophyta;Calculated Individuals per liter;116,2986654
Ugent:Ecopot2:1792;event;Vinne_14jul08;Cryptomonas ovata;HumanObservation;watersample;J. Van Wichelen;Cryptomonas ovata;Cryptophyta;Calculated Individuals per liter;116,2986654
Ugent:Ecopot2:1793;event;Vinne_14jul08;Cryptomonas phaseolus;HumanObservation;watersample;J. Van Wichelen;Cryptomonas phaseolus;Cryptophyta;Calculated Individuals per liter;116,2986654
Ugent:Ecopot2:1794;event;Vinne_14jul08;Mallomonas sp.;HumanObservation;watersample;J. Van Wichelen;Mallomonas sp.;Ochrophyta;Calculated Individuals per liter;116,2986654
Ugent:Ecopot2:1795;event;Schulensmeer_19jun08;Chlamydomonas sp. (b);HumanObservation;watersample;J. Van Wichelen;Chlamydomonas sp. (b);Chlorophyta;Calculated Individuals per liter;116,2986654
Ugent:Ecopot2:1796;event;Schulensmeer_19jun08;Desmodesmus armatus;HumanObservation;watersample;J. Van Wichelen;Desmodesmus armatus;Chlorophyta;Calculated Individuals per liter;116,2986654
Ugent:Ecopot2:1797;event;Schulensmeer_22sep08;Desmodesmus communis;HumanObservation;watersample;J. Van Wichelen;Desmodesmus communis;Chlorophyta;Calculated Individuals per liter;116,2986654
Ugent:Ecopot2:1798;event;Vinne_27aug08;Desmodesmus opoliensis;HumanObservation;watersample;J. Van Wichelen;Desmodesmus opoliensis;Chlorophyta;Calculated Individuals per liter;116,2986654
Ugent:Ecopot2:1799;event;Vinne_22sep08;Dictyosphaerium pulchellum;HumanObservation;watersample;J. Van Wichelen;Dictyosphaerium pulchellum;Chlorophyta;Calculated Individuals per liter;116,2986654
Ugent:Ecopot2:1800;event;Schulensmeer_19jun08;Lagerheimia geneviensis;HumanObservation;watersample;J. Van Wichelen;Lagerheimia geneviensis;Chlorophyta;Calculated Individuals per liter;116,2986654
